id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5908083,FS S1 Farrer Park studio with Balcony/kitchen/bath,7095710,Elise,Central Region,Kallang,1.31642,103.85759,Entire home/apt,110,92,78,2022-01-05,0.95,11,317,5,
5919270,The Antiquity Room,30080617,Eddie,East Region,Tampines,1.346,103.9626,Private room,80,92,248,2022-01-20,2.95,5,289,1,
6079533,Master room 2 with a pool view,31557595,Jay,East Region,Pasir Ris,1.35894,103.96465,Private room,50,92,0,,,1,240,0,
6099703,Cozy apartment close to the City,23722617,Alex,Central Region,Geylang,1.31471,103.88627,Entire home/apt,70,92,147,2021-11-26,1.75,76,90,1,
6117032,Cozy one bedroom near the City,23722617,Alex,Central Region,Geylang,1.31445,103.88806,Entire home/apt,80,92,130,2021-06-26,1.55,76,57,1,
6120794,Nicely  furnished 1 bedroom unit,14521708,Shirley,Central Region,Geylang,1.3176,103.89445,Entire home/apt,65,365,66,2021-05-06,0.78,15,180,1,
6128096,Cozy apartment close to town,23722617,Alex,Central Region,Geylang,1.315,103.88824,Entire home/apt,80,92,66,2020-09-16,0.81,76,57,0,
6142390,Cosy Ground floor unit with Patio,14521708,Shirley,Central Region,Geylang,1.31355,103.88715,Entire home/apt,85,180,31,2020-03-02,0.37,15,178,0,
6142880,Cozy & Convenient Apt Close to Town,23722617,Alex,Central Region,Geylang,1.31327,103.88735,Entire home/apt,72,92,33,2020-02-10,0.39,76,90,0,
6147375,Common Room @ Reasonable Price,31212677,Shyam,North-East Region,Punggol,1.40015,103.90537,Private room,49,180,0,,,2,365,0,
6183734,Cozy one bedroom close to the City,23722617,Alex,Central Region,Geylang,1.31341,103.88667,Entire home/apt,74,92,86,2021-06-09,1.04,76,90,2,
6261313,"HVIr5 -Holland Village Condo, 1 min from HV MRT",25185912,Rebekah,Central Region,Bukit Timah,1.31107,103.79687,Private room,64,92,10,2019-09-15,0.12,9,365,0,
6271100,Loft unit in Chinatown opp MRT,23722617,Alex,Central Region,Outram,1.28391,103.84382,Entire home/apt,98,92,33,2021-11-20,0.40,76,90,2,
6287204,Simple & Cozy 1 BD resort-like apt,32683666,Quinn,North Region,Woodlands,1.43012,103.78434,Entire home/apt,180,92,11,2019-07-01,0.14,1,48,0,
6300043,Studio Apartment (Opposite Chinatown MRT),14521708,Shirley,Central Region,Outram,1.28353,103.84532,Entire home/apt,80,180,51,2020-01-15,0.70,15,5,0,
6300577,"1Min walk to MRT, Ensuite Studio Room for 1 person",26899710,Sebastian,Central Region,Geylang,1.32874,103.88439,Private room,94,92,25,2021-12-09,0.31,2,365,1,
6305559,Master The Sail@marina bay,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28191,103.85202,Private room,90,92,1,2016-03-24,0.01,45,364,0,
6317686,highrise EnsuiteM1A + attach bathrm (Non-Tourist),8948251,Joey,Central Region,Outram,1.2841,103.84253,Private room,69,92,1,2016-11-03,0.02,63,361,0,
6340605,Brand new studio apartment,33019244,Airena,Central Region,Novena,1.32515,103.84914,Entire home/apt,100,365,0,,,1,365,0,
6352827,Lor 17 L3R1 Masterbed room w private toilet,33096269,E C,Central Region,Geylang,1.31192,103.87922,Private room,60,92,128,2022-01-16,2.07,6,364,3,
6426551,Comfortable 2 Bedroom Apartment 10 mins to MRT,23722617,Alex,Central Region,Geylang,1.31454,103.88624,Entire home/apt,130,92,60,2020-02-18,0.73,76,90,0,
6431505,Cozy 1 Bedroom Apt 10  mins to Aljunied MRT,23722617,Alex,Central Region,Geylang,1.31511,103.88796,Entire home/apt,74,92,65,2020-03-21,0.79,76,90,0,
6453321,Balinese room for rent,11463785,Dianne,North-East Region,Ang Mo Kio,1.36973,103.82847,Private room,38,92,1,2017-07-15,0.02,7,364,0,
6477665,Cozy Apt Close to the City,23722617,Alex,Central Region,Geylang,1.31537,103.88684,Entire home/apt,68,92,56,2022-01-29,0.68,76,90,2,
6481052,premium 1 bed room · 1 br 450sqft service apartment orchard near subway,7210103,Thanksgivings,Central Region,River Valley,1.296265,103.840942,Entire home/apt,284,6,37,2022-02-05,0.45,4,361,4,Authorised Serviced Apartment
6529707,Room 1 - Affordable room near the university,33003286,Suan Khim,West Region,Clementi,1.29575,103.76707,Private room,40,92,38,2021-04-29,0.46,2,272,1,Authorised Serviced Apartment
6547248,Stay at Bukit Timah natural reserve,5556667,David,Central Region,Bukit Timah,1.34507,103.76804,Private room,77,92,2,2018-01-22,0.02,1,365,0,
6603464,"Amazing Suite-room, mins to MRT (3)",28809566,Property,North Region,Sembawang,1.44167,103.82376,Private room,134,92,9,2019-08-31,0.12,5,364,0,
6607671,Central Entired Condo Apartment -min walk to 3 MRT,21149720,Mike,Central Region,Kallang,1.31099,103.85849,Entire home/apt,244,92,1,2016-08-20,0.01,16,365,0,
6619955,Cozy 1 Bedroom Apt Close to Town,23722617,Alex,Central Region,Geylang,1.31501,103.88789,Entire home/apt,80,92,65,2022-02-19,0.81,76,57,3,
6620261,Cozy Hotel Style Studio(with Pool),34649530,Prim,Central Region,Novena,1.32419,103.85252,Entire home/apt,100,92,3,2019-07-10,0.05,5,0,0,
6620271,Common Room Beside Paya Lebar MRT,29270160,Anthony,Central Region,Geylang,1.31697,103.89104,Private room,69,92,0,,,2,271,0,
6630341,Affordable stay near Serangoon!,34707865,Stteven,North-East Region,Serangoon,1.34611,103.87071,Private room,90,92,99,2021-12-18,1.23,3,358,1,
6638508,Lovely Room With a View,11324694,Rainer,Central Region,Kallang,1.3124,103.85758,Private room,76,92,15,2021-08-09,0.19,2,275,1,
6663672,新加坡传统祖屋 客厅大 通风好,31721965,Feng,Central Region,Downtown Core,1.27914,103.85002,Private room,97,92,0,,,1,0,0,
6663906,"Room-INSEAD, Metropolis, NTU, NUH-min 3-month rent",33266212,El,Central Region,Queenstown,1.306,103.78378,Private room,88,92,18,2019-03-23,0.22,1,88,0,
6679887,Cozy 2 bedroom Apt near the City,23722617,Alex,Central Region,Geylang,1.31313,103.88681,Entire home/apt,130,92,49,2020-01-30,0.59,76,89,0,
6693516,Modern Minimalistic Studio,33944993,Melissa,East Region,Bedok,1.31688,103.90906,Entire home/apt,121,100,11,2018-08-08,0.14,2,147,0,
6716844,4-person Bunk/Loft Bed Private Room,8773916,Superb Hostel,Central Region,Rochor,1.30205,103.85804,Private room,120,92,2,2018-01-01,0.03,7,0,0,
6718219,Explore Serangoon!,34707865,Stteven,North-East Region,Serangoon,1.34385,103.86892,Private room,100,92,59,2022-01-08,0.72,3,272,2,
6718514,Affordable Room Stay in Serangoon,34707865,Stteven,North-East Region,Serangoon,1.34603,103.87037,Private room,90,96,75,2020-01-27,0.91,3,252,0,
6750089,Private room next to Paya Lebar MRT,29270160,Anthony,Central Region,Geylang,1.31665,103.89108,Private room,75,92,0,,,2,181,0,
6824319,new lux  3 BR condo   amazing pool,35746057,Hedy,West Region,Choa Chu Kang,1.37946,103.75945,Entire home/apt,233,92,9,2020-02-23,0.11,1,365,0,
6831622,Cozy 1BR condo 20min to downtown!,437092,Aloysius,Central Region,Queenstown,1.30613,103.78094,Entire home/apt,150,92,23,2019-10-17,0.28,1,270,0,
6837947,Flat for Rent,35833085,Benedict,North-East Region,Hougang,1.38084,103.88983,Entire home/apt,2300,365,0,,,1,365,0,
6889842,Nicely furnished Apt Close to Town,23722617,Alex,Central Region,Geylang,1.31316,103.88822,Entire home/apt,75,92,61,2019-08-17,0.74,76,90,0,
6891630,Lavender HeritageC Queenbed Rm* windows: 5mwalkMRT,2413412,Kaurus,Central Region,Kallang,1.31011,103.86325,Private room,59,92,4,2019-07-01,0.06,83,361,0,
6906010,Studio in the heart of Chinatown,23722617,Alex,Central Region,Outram,1.28328,103.8437,Entire home/apt,77,92,55,2021-11-01,0.68,76,90,1,
6958476,Cozy Studio near the City,23722617,Alex,Central Region,Geylang,1.314,103.8879,Entire home/apt,73,92,38,2021-05-01,0.47,76,90,1,
6983613,Cosy 1 bedroom with Patio (Ground Floor),14521708,Shirley,Central Region,Geylang,1.3141,103.88591,Entire home/apt,88,180,45,2020-03-15,0.55,15,179,0,
6993627,Cosy 1 Bedroom Unit (8 min walk to Aljunied MRT),14521708,Shirley,Central Region,Geylang,1.31469,103.88547,Entire home/apt,70,180,88,2021-03-01,1.08,15,180,0,
7105265,shower wash basin in YOUR solo room 1970s unit,8948251,Joey,Central Region,Geylang,1.3149,103.88133,Private room,37,92,0,,,63,361,0,
7117201,New Studio Apartment near to city,37284901,Niti,Central Region,Kallang,1.32614,103.8634,Entire home/apt,200,92,0,,,1,358,0,
7138922,Cosy 1 bedroom,14521708,Shirley,Central Region,Geylang,1.31577,103.88583,Entire home/apt,75,180,32,2020-03-01,0.40,15,180,0,
7154662,2 Bedroom Apt Close to Town,23722617,Alex,Central Region,Geylang,1.31558,103.88634,Entire home/apt,140,92,11,2021-10-23,0.14,76,90,1,
7162659,"Nice 2+1BR condo next to MRT, Insead, NUH, Sentosa",37512810,Sean,Central Region,Queenstown,1.30423,103.784,Entire home/apt,180,93,9,2018-08-20,0.13,1,0,0,
7216716,Big brown room in cool central shophouse.,9234946,Hani,Central Region,Bukit Merah,1.2784,103.83898,Private room,75,92,9,2017-12-09,0.11,2,270,0,
7227489,Not available,1119168,Sunny,Central Region,Tanglin,1.29407,103.8284,Private room,200,92,0,,,1,0,0,
7250709,"Queensway Cozy Room, Convenient with Nice View! 4",34649530,Prim,Central Region,Queenstown,1.28843,103.80247,Private room,59,92,5,2021-06-20,0.07,5,57,1,
7250803,Lakeside En-suit/Master room.,37964493,Kingsley,West Region,Jurong East,1.33303,103.72607,Private room,66,92,25,2020-09-17,0.35,3,337,0,
7312255,Modern Cozy Living Space,16884152,Joey,Central Region,Novena,1.32454,103.85291,Entire home/apt,98,180,5,2016-01-03,0.06,1,365,0,
7321238,"A Room with  bathroom near NTU, Boon Lay",12083856,Wendy,West Region,Jurong West,1.34265,103.71339,Private room,58,180,34,2021-09-03,0.44,2,209,4,
7381770,Cozy 2 Bedroom Near The City,23722617,Alex,Central Region,Geylang,1.31485,103.88828,Entire home/apt,130,92,57,2021-10-02,0.70,76,89,1,
7393754,Cosy purple room for 2 - Ladies only,38738999,Zaidah,West Region,Jurong West,1.34814,103.69669,Private room,69,92,0,,,1,365,0,
7441844,Green Space,27072426,WorldQ,North-East Region,Sengkang,1.38536,103.89662,Private room,500,900,5,2017-09-03,0.06,1,0,0,
7466596,Beautiful balinese loft for rent,11463785,Dianne,Central Region,Kallang,1.31519,103.85735,Entire home/apt,100,92,0,,,7,239,0,
7472739,Blue room in cool central shophouse,9234946,Hani,Central Region,Bukit Merah,1.27697,103.83897,Private room,69,93,20,2021-11-19,0.25,2,342,1,
7510135,Very comfy near city whole condo,39343992,Sunny,Central Region,Geylang,1.31167,103.88612,Entire home/apt,100,92,1,2017-09-16,0.02,1,365,0,
7595693,Cozy apartment  home away from home,23722617,Alex,Central Region,Geylang,1.31346,103.88742,Entire home/apt,90,92,11,2021-11-20,0.14,76,90,1,
7632462,Convenient Apartment near the City,23722617,Alex,Central Region,Geylang,1.31546,103.88808,Entire home/apt,88,92,12,2019-01-01,0.15,76,90,0,
7641522,3-person Bunk/Loft Bed Private Room,8773916,Superb Hostel,Central Region,Rochor,1.30298,103.85774,Private room,90,92,3,2018-12-16,0.05,7,0,0,
7653937,Lavender DoubleBed rmA*2: 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.3073,103.86344,Private room,59,92,1,2016-08-05,0.01,83,86,0,
7662310,Cozy Apt near the City,23722617,Alex,Central Region,Geylang,1.31507,103.88751,Entire home/apt,70,92,83,2021-07-02,1.05,76,90,1,
7662314,Studio Apt near the City,23722617,Alex,Central Region,Geylang,1.31541,103.88677,Entire home/apt,80,92,25,2020-03-22,0.32,76,90,0,
7666349,"Orchid Country Club, Deluxe room 1",40248541,Gopal,North Region,Yishun,1.41142,103.8426,Private room,188,92,7,2021-02-14,0.09,6,34,0,
7667016,1960s Queenbed RmA2 @ lavender bugis,8948251,Joey,Central Region,Kallang,1.30751,103.86163,Private room,59,92,3,2018-01-06,0.04,63,86,0,
7720994,Beautiful Balinese studio for rent,11463785,Dianne,Central Region,Kallang,1.31555,103.85649,Entire home/apt,80,92,3,2017-06-20,0.04,7,364,0,
7765392,Cozy Penthouse Room,11324694,Rainer,Central Region,Kallang,1.31271,103.85702,Private room,57,92,13,2021-12-18,0.17,2,197,2,
7766300,Private room,31212677,Shyam,North-East Region,Punggol,1.39863,103.90624,Private room,55,180,1,2019-07-22,0.03,2,365,0,
7776711,Cozy Low Priced Room in Quiet Convenient Queensway,34649530,Prim,Central Region,Queenstown,1.28872,103.80408,Private room,37,92,0,,,5,87,0,
7829853,Balcony Room ( Smoking ),20883050,Alvin,Central Region,Geylang,1.31117,103.88313,Private room,74,92,13,2019-12-04,0.16,27,0,0,
7830009,Balcony room for 2,20883050,Alvin,Central Region,Geylang,1.30993,103.88341,Private room,74,92,34,2020-01-22,0.42,27,0,0,
7830012,Balcony Room for 2  @ Geylang,20883050,Alvin,Central Region,Geylang,1.30976,103.88201,Private room,74,92,22,2020-02-12,0.27,27,0,0,
7875935,"Central Location, Near MRT & Food. Long Term Rent.",12171324,Mal,Central Region,Kallang,1.31372,103.87098,Private room,60,180,10,2017-12-11,0.12,1,358,0,
7898449,2 Bedroom Apartment near the City,23722617,Alex,Central Region,Geylang,1.31338,103.88595,Entire home/apt,130,92,58,2020-01-20,0.74,76,90,0,
7905972,Private room in Katong (near town),12422759,Christine,Central Region,Marine Parade,1.30634,103.90207,Private room,88,92,5,2019-09-23,0.06,1,365,0,
7927886,Cosy Japanese Garden Common room,37964493,Kingsley,West Region,Jurong East,1.33433,103.727,Private room,56,92,29,2019-10-31,0.37,3,317,0,
7946472,1960s singlebed *RmA @ lavender bugis.,8948251,Joey,Central Region,Kallang,1.30743,103.86305,Private room,49,92,2,2016-12-28,0.03,63,86,0,
7994039,1960s queenbed Rm*1 @ lavender bugis,8948251,Joey,Central Region,Kallang,1.30928,103.86342,Private room,50,92,2,2016-05-09,0.03,63,86,0,
8004063,Lavender Doublebed rmA* (3min:MRT>CBD:3min),2413412,Kaurus,Central Region,Kallang,1.3075,103.86268,Private room,49,92,8,2018-02-15,0.11,83,86,0,
8007663,Lavender DoubleBed rmA2: 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.30627,103.86415,Private room,47,92,3,2016-11-17,0.04,83,86,0,
8016113,#Spacious Ensuite@Jurong East [LONG-TERM],1889288,Nascia,West Region,Jurong East,1.34002,103.73706,Private room,60,92,3,2016-09-17,0.04,1,0,0,
8017511,3 bedroom apt beside Kembangan MRT.,22595027,Tiffany,East Region,Bedok,1.32162,103.91466,Entire home/apt,200,92,34,2020-01-19,0.47,1,365,0,
8038199,Seah Loft (Staycation Approved),23336011,Heritage,Central Region,Downtown Core,1.29694,103.85557,Private room,163,1,167,2021-11-10,2.17,55,356,4,S0448
8061522,"Chateau Le Fame near ACS, SCGS, NUS (Bukit Timah)",8715875,Kelvin,Central Region,Tanglin,1.31593,103.82905,Entire home/apt,400,92,21,2021-03-01,0.27,1,0,0,
8111502,Cozy Studio Room in Landed house(8) with services,24496358,Katherine,East Region,Bedok,1.31713,103.91314,Private room,130,92,8,2019-12-09,0.11,39,251,0,
8111607,Superior studio room in house(7) with services,24496358,Katherine,East Region,Bedok,1.31756,103.91254,Private room,130,92,1,2021-08-31,0.14,39,300,1,
8113569,Premium Single Room with services (1),24496358,Katherine,East Region,Bedok,1.31716,103.91232,Private room,90,92,4,2022-01-31,0.07,39,5,1,
8113712,Premium Double Room with services (2),24496358,Katherine,East Region,Bedok,1.31893,103.91257,Private room,100,92,5,2021-06-12,0.10,39,179,1,
8113821,Premium Double Room with services (3),24496358,Katherine,East Region,Bedok,1.31716,103.91259,Private room,100,92,6,2022-01-16,0.08,39,229,2,
8113893,Premium Double Room with services (4),24496358,Katherine,East Region,Bedok,1.31696,103.91394,Private room,100,92,9,2022-03-07,0.12,39,294,3,
8113936,Premium Double Room with services (5),24496358,Katherine,East Region,Bedok,1.31851,103.9123,Private room,100,92,7,2022-01-01,0.10,39,326,1,
8114003,Double En-suite Room & private bathroom (6),24496358,Katherine,East Region,Bedok,1.31855,103.91259,Private room,100,92,13,2022-02-20,0.16,39,134,3,
8176609,Room The Sail Marina Bay Raffle plc,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28039,103.85169,Private room,85,92,1,2016-01-31,0.01,45,364,0,
8180339,Studio The Sail@Marina Bay Sands,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28002,103.85181,Entire home/apt,120,92,0,,,45,365,0,
8180346,The Zen Room,30080617,Eddie,East Region,Tampines,1.3455,103.96045,Private room,45,92,203,2019-06-29,2.57,5,181,0,
8195397,Premium Backpacker 8 Bed Mixed Dorm,43228625,Gfourstation,Central Region,Rochor,1.30389,103.849,Shared room,28,92,131,2020-03-11,1.65,14,147,0,
8196180,Female 4 Bed Dormitory,43228625,Gfourstation,Central Region,Rochor,1.30356,103.84953,Shared room,33,92,25,2020-03-08,0.31,14,147,0,
8196359,Premium Backpacker 4 Bed Mixed Dorm,43228625,Gfourstation,Central Region,Rochor,1.30394,103.85108,Shared room,33,92,3,2019-06-26,0.04,14,147,0,
8196417,Premium Backpacker 6 Bed Mixed Dorm,43228625,Gfourstation,Central Region,Rochor,1.30345,103.84902,Shared room,30,92,40,2020-01-13,0.51,14,147,0,
8200542,Cosy & Quiet Surrounding 3BR Apt,41672668,Michael,Central Region,Geylang,1.31334,103.89381,Entire home/apt,186,92,190,2020-03-12,2.38,1,322,0,Authorised Serviced Apartment
8212166,Studio@ The Sail@Marina Bay (CBD),32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28146,103.85142,Entire home/apt,125,92,1,2016-03-14,0.01,45,364,0,
8212422,Family room for 4 pax,43228625,Gfourstation,Central Region,Rochor,1.3055,103.84889,Shared room,130,92,31,2019-11-16,0.40,14,147,0,
8234618,1 bdrm The Sail@Marina Bay/Full bay,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28202,103.85222,Entire home/apt,151,92,0,,,45,365,0,
8256942,"AmazinMasterBed Room, mins to MRT (2)",28809566,Property,North Region,Sembawang,1.44162,103.82343,Private room,107,92,6,2018-06-29,0.08,5,364,0,
8264717,"Garden of Eden (Near Airport, Expo, SUTD)",42563687,Kathleen,East Region,Tampines,1.34789,103.93969,Entire home/apt,160,92,148,2021-12-19,1.86,1,299,4,
8277151,"kitchen, washer, spacious serviced apartment town",7210103,Thanksgivings,Central Region,River Valley,1.296265,103.840942,Entire home/apt,237,6,177,2022-03-11,2.23,4,362,18,Authorised Serviced Apartment
8313545,standard room for 2,20883050,Alvin,Central Region,Geylang,1.3098,103.88271,Private room,64,92,95,2020-02-06,1.20,27,0,0,
8313660,Standard Room @ Geylang Road,20883050,Alvin,Central Region,Geylang,1.30994,103.88172,Private room,64,92,72,2020-01-11,0.91,27,0,0,
8330622,Balcony Room for 2 @ Evergreen2,20883050,Alvin,Central Region,Geylang,1.31019,103.88328,Private room,74,92,8,2020-02-17,0.10,27,0,0,
8343880,Female only 4 Bed Dorm,43228625,Gfourstation,Central Region,Rochor,1.30362,103.84967,Shared room,33,92,6,2019-07-23,0.08,14,147,0,
8345350,Premium Backpacker 8 Bed Mixed Dorm,43228625,Gfourstation,Central Region,Rochor,1.30479,103.85091,Shared room,28,92,80,2019-12-18,1.04,14,147,0,
8345921,Premium Backpacker 2 Bed Mixed Dorm,43228625,Gfourstation,Central Region,Rochor,1.30565,103.84964,Shared room,36,92,8,2019-12-21,0.10,14,147,0,
8355592,6 bed dorms,43228625,Gfourstation,Central Region,Rochor,1.30563,103.85041,Shared room,30,92,13,2020-02-06,0.17,14,147,0,
8380826,"Jurong West Spacious Room (near NTU),renovated",44165891,Vikneswaran,West Region,Jurong West,1.34546,103.70155,Private room,22,183,1,2015-10-28,0.01,1,88,0,
8399111,Peaceful Cosy Apt Facing Greens,44251296,Mathew Fernandez,West Region,Bukit Batok,1.35273,103.75726,Entire home/apt,150,92,55,2017-12-12,0.70,1,239,0,
8432015,3BR (For 5)Apt Orchard/Stevens/UNESCO *MRT* Sui #3,6609641,Catherine,Central Region,Tanglin,1.31633,103.827194,Hotel room,391,7,36,2021-12-24,0.46,19,168,2,Authorised Serviced Apartment
8445747,Lavender Singlebed RmA Heritage windows: 5mwalkMRT,2413412,Kaurus,Central Region,Kallang,1.30803,103.8627,Private room,59,92,1,2016-03-10,0.01,83,331,0,
8488609,To stay MasterRoom in beach condo.,29977398,David,East Region,Pasir Ris,1.37957,103.96136,Private room,61,180,0,,,3,262,0,
